School Year,Division Number,Division Name,School Number,School Name,Total Count
2020-2021,94,Washington County ,1020,Valley Institute Elementary,              54
2020-2021,94,Washington County ,620,Wallace Middle,              64
2020-2021,94,Washington County ,70,Watauga Elementary,              75
2020-2021,130,Waynesboro City ,650,Berkeley Glenn Elementary,              26
2020-2021,130,Waynesboro City ,640,Kate Collins Middle,              80
2020-2021,130,Waynesboro City ,620,Wayne Hills Center,              23
2020-2021,130,Waynesboro City ,600,Waynesboro High,             105
2020-2021,130,Waynesboro City ,580,Wenonah Elementary,              15
2020-2021,130,Waynesboro City ,630,Westwood Hills Elementary,              48
2020-2021,130,Waynesboro City ,751,William Perry Elementary,              41
2020-2021,207,West Point ,280,West Point Elementary,              44
2020-2021,207,West Point ,290,West Point Middle/High,              52
2020-2021,95,Westmoreland County ,210,Cople Elementary,              54
2020-2021,95,Westmoreland County ,300,Montross Middle,              59
2020-2021,95,Westmoreland County ,120,Washington & Lee High,              90
2020-2021,95,Westmoreland County ,310,Washington District Elementary,              39
2020-2021,131,Williamsburg-James City County ,60,Berkeley Middle,             101
2020-2021,131,Williamsburg-James City County ,40,Clara Byrd Baker Elementary,             112
2020-2021,131,Williamsburg-James City County ,80,D.J. Montague Elementary,              90
2020-2021,131,Williamsburg-James City County ,190,J. Blaine Blayton Elementary,             125
2020-2021,131,Williamsburg-James City County ,25,James Blair Middle,              79
2020-2021,131,Williamsburg-James City County ,201,James River Elementary,              70
2020-2021,131,Williamsburg-James City County ,202,Jamestown High,             149
2020-2021,131,Williamsburg-James City County ,90,Lafayette High,             185
2020-2021,131,Williamsburg-James City County ,50,Laurel Lane Elementary,             110
2020-2021,131,Williamsburg-James City County ,191,Lois Hornsby Middle,             132
2020-2021,131,Williamsburg-James City County ,205,Matoaka Elementary,              98
2020-2021,131,Williamsburg-James City County ,10,Matthew Whaley Elementary,              63
2020-2021,131,Williamsburg-James City County ,70,Norge Elementary,             147
2020-2021,131,Williamsburg-James City County ,203,Stonehouse Elementary,             127
2020-2021,131,Williamsburg-James City County ,100,Toano Middle,              88
2020-2021,131,Williamsburg-James City County ,204,Warhill High,             242
2020-2021,132,Winchester City ,75,Daniel Morgan Intermediate School,             128
2020-2021,132,Winchester City ,70,Daniel Morgan Middle School,             106
2020-2021,132,Winchester City ,80,Frederick Douglass Elementary,              55
2020-2021,132,Winchester City ,50,Garland R. Quarles Elementary,              44
2020-2021,132,Winchester City ,40,John Handley High School,             224
2020-2021,132,Winchester City ,90,John Kerr Elementary,              52
2020-2021,132,Winchester City ,20,Virginia Avenue Charlotte Dehart Elementary ,              35
2020-2021,96,Wise County ,1000,Central High,             108
2020-2021,96,Wise County ,651,Coeburn Middle,              54
2020-2021,96,Wise County ,653,Coeburn Primary,              66
2020-2021,96,Wise County ,652,Eastside High,              65
2020-2021,96,Wise County ,73,J.W. Adams Combined,             104
2020-2021,96,Wise County ,320,L.F. Addington Middle,              66
2020-2021,96,Wise County ,871,St. Paul Elementary,              49
2020-2021,96,Wise County ,1010,Union High,              85
2020-2021,96,Wise County ,1013,Union Middle,              89
2020-2021,96,Wise County ,1012,Union Primary School,             101
2020-2021,96,Wise County ,1020,Wise Primary,              94
2020-2021,97,Wythe County ,760,Fort Chiswell High,              62
2020-2021,97,Wythe County ,1073,Fort Chiswell Middle,              53
2020-2021,97,Wythe County ,721,George Wythe High,              56
2020-2021,97,Wythe County ,730,Jackson Memorial Elementary,              31
2020-2021,97,Wythe County ,100,Max Meadows Elementary,              53
2020-2021,97,Wythe County ,201,Rural Retreat Elementary,              50
2020-2021,97,Wythe County ,202,Rural Retreat High,              26
2020-2021,97,Wythe County ,1074,Rural Retreat Middle,              23
2020-2021,97,Wythe County ,1075,Scott Memorial Middle,              52
2020-2021,97,Wythe County ,740,Sheffey Elementary,              29
2020-2021,97,Wythe County ,440,Speedwell Elementary,              23
2020-2021,97,Wythe County ,190,Spiller Elementary,             112
2020-2021,98,York County ,180,Bethel Manor Elementary,              85
2020-2021,98,York County ,20,Bruton High,              77
2020-2021,98,York County ,90,Coventry Elementary,              70
2020-2021,98,York County ,160,Dare Elementary,              49
2020-2021,98,York County ,140,Grafton Bethel Elementary,             115
2020-2021,98,York County ,332,Grafton High,             106
2020-2021,98,York County ,333,Grafton Middle,             106
2020-2021,98,York County ,10,Magruder Elementary,              86
2020-2021,98,York County ,80,Mount Vernon Elementary ,              64
2020-2021,98,York County ,200,Queens Lake Middle,              62
2020-2021,98,York County ,170,Seaford Elementary,              60
2020-2021,98,York County ,50,Tabb Elementary,              54
2020-2021,98,York County ,230,Tabb High,             105
2020-2021,98,York County ,190,Tabb Middle,             115
2020-2021,98,York County ,220,Waller Mill Elementary,              38
2020-2021,98,York County ,30,York High,             126
2020-2021,98,York County ,335,York River Academy,              20
2020-2021,98,York County ,210,Yorktown Elementary,              73
2020-2021,98,York County ,60,Yorktown Middle,              79
